t,x,y
0.0,575.4973821989529,-250.0523560209424
0.03333333333333333,574.3098389279849,-249.80546302570133
0.06666666666666667,574.2624510467681,-247.98801707473694
0.1,573.4054157071255,-245.80329604722965
0.13333333333333333,573.7369233740819,-244.04664101037315
0.16666666666666669,574.4732433138333,-242.09070476632996
0.2,574.4806188140556,-240.07545657811852
0.23333333333333334,574.6053520322553,-240.0026720617377
0.26666666666666666,575.5004113317686,-240.0633916882307
0.30000000000000004,574.7557769441655,-239.94848126104944
0.33333333333333337,573.6330605664516,-237.20219920184218
0.3666666666666667,571.227322235301,-235.7513340679593
0.4,572.3544814684628,-236.12890018727512
0.43333333333333335,572.013810645059,-236.99033263404726
0.4666666666666667,571.8158986658118,-238.05543031306524
0.5,572.044352852573,-239.14004341741975
0.5333333333333333,571.6121981593146,-241.20411801993077
0.5666666666666667,570.1044929343939,-247.72108573188848
0.6000000000000001,557.9057591623039,-262.61780104712057
0.6333333333333334,530.2161445069378,-287.68576352467403
0.6666666666666667,490.03174826868144,-320.7979262236645
0.7000000000000001,437.3695180310824,-355.91807099686184
0.7333333333333334,371.38173572320466,-385.75156518218864
0.7666666666666667,324.9848350177381,-403.65471670098395
0.8,221.15183246073298,-405.8638743455497
0.8333333333333334,153.26347920515855,-413.8612160249909
0.8666666666666667,54.33447323719338,-416.8722576134053
0.9,-47.74869109947633,-436.0209424083771
0.9333333333333333,-145.226638299383,-424.15244139241963
0.9666666666666667,-291.51832460732976,-398.32460732984305
1.0,-344.2931937172774,-400.8376963350786
1.0333333333333334,-437.4956522489854,-383.6050750859263
1.0666666666666667,-533.5136761222616,-391.66903760629975
1.1,-612.2365113897538,-373.71492013226043
1.1333333333333333,-681.4024395299432,-375.63724516099023
1.1666666666666667,-735.8831493490552,-376.3000537101457
1.2000000000000002,-775.3528080181202,-378.3743094041481
1.2333333333333334,-795.4877847371586,-378.790754144557
1.2666666666666668,-797.9505697701925,-376.50678074705866
1.3,-783.4368043308771,-371.49153582369627
1.3333333333333335,-755.841007672977,-365.13074154773267
1.3666666666666667,-716.4995282272223,-356.9075913684694
1.4000000000000001,-664.0224446509869,-348.07987920195046
1.4333333333333333,-591.8235183338156,-341.125799985869
1.4666666666666668,-519.6870704574044,-338.2560886973338
1.5016666666666667,-438.80960268356057,-342.1914474323005
1.5350000000000001,-372.26708757382175,-350.2366442672044
1.5683333333333334,-278.0835155152388,-366.1617000246738
1.6016666666666668,-193.91824488148313,-380.1326967962618
1.635,-113.10179976898507,-392.1636261617341
1.6683333333333334,-30.784604451595442,-399.2672888416412
1.7016666666666669,42.72251308900525,-390.7853403141362
1.735,111.96732604447743,-387.7678608554345
1.7683333333333335,176.02014905558008,-379.7619106875891
1.8016666666666667,236.1960789554637,-367.7917080999555
1.8350000000000002,290.105976613625,-351.773330270079
1.8683333333333334,336.17107845340024,-334.8568194053357
1.9016666666666668,373.93223994826667,-318.99508210363956
1.935,403.0817059549536,-309.02048812999783
1.9683333333333335,434.7643979057593,-315.3926701570681
2.001666666666667,443.1155191154171,-327.65901526399193
2.035,439.9740095043753,-345.6078749809351
2.0683333333333334,428.9527641022828,-367.6228647642897
2.101666666666667,404.96954594780027,-393.62212775992543
2.1350000000000007,370.1576283650529,-417.5975299406184
2.1683333333333334,289.34211454538445,-411.15285004316183
2.2016666666666667,268.9005235602094,-436.0209424083771
2.2350000000000003,227.83753036570852,-439.1477979926799
2.2683333333333335,165.8115600295905,-438.08541274119307
2.3016666666666667,92.98429319371735,-443.5602094240837
2.335,28.858853953312746,-450.86455510684095
2.3683333333333336,-33.938749341942184,-438.4901898598773
2.401666666666667,-95.06190631822346,-432.6315013022122
2.435,-157.46807626109558,-420.62842841592965
2.468333333333334,-210.9907830286345,-407.68237739435995
2.501666666666667,-260.37887355811245,-398.1198123427364
2.535,-268.81879489343874,-362.27299687538743
2.5683333333333334,-346.30235566932606,-360.2093447596651
2.601666666666667,-320.0131693048015,-359.80082068116053
2.6350000000000007,-348.47080344412666,-357.8940444491493
2.6683333333333334,-354.0358790487917,-355.2934467280679
2.7016666666666667,-362.1512655163981,-349.2952551570079
2.7350000000000003,-364.2377012577233,-340.4660038315544
2.7683333333333335,-366.2989674146245,-329.93848324530836
2.8016666666666667,-357.1449355024729,-319.4067685326245
2.835,-353.3032066701594,-309.5815241055084
2.8683333333333336,-333.9687092407057,-305.54926685258033
2.901666666666667,-369.62769679336316,-305.711594382459
2.935,-362.75743863572825,-314.7396059809057
2.968333333333334,-335.043523312881,-327.6961968577534
3.001666666666667,-317.4876226742763,-345.55128440695125
3.035,-282.59184670740547,-362.71015399805424
3.0683333333333334,-253.13685931302552,-378.88907577606096
3.101666666666667,-228.32883127767536,-392.7902064374375
3.1350000000000007,-205.35451533796413,-401.90156252214774
3.1683333333333334,-143.1307876510366,-406.09159925329095
3.2016666666666667,-123.5922617987469,-405.85614067272263
3.2350000000000003,-102.93294266091198,-398.95584775486304
3.2683333333333335,-100.52356020942398,-408.37696335078545
3.3016666666666667,-81.23082875681439,-423.22735435188133
3.3350000000000004,-60.3340160562916,-418.96966980409
3.3683333333333336,-42.72251308900513,-383.24607329842934
3.401666666666667,-15.078534031413596,-393.29842931937173
3.435,-0.49874634546222296,-420.15213402700374
3.468333333333334,13.099856043090767,-438.335352832019
3.501666666666667,28.034546095999758,-420.5811640222855
3.535,39.7561511195629,-434.1034578289791
3.5683333333333334,30.157068062827307,-443.5602094240837
3.601666666666667,45.44182447349249,-447.9685430276463
3.6350000000000007,60.27621997331471,-445.9804680778125
3.6683333333333334,72.2566935120185,-438.744182113272
3.701666666666667,84.00865831002102,-427.71786453762775
3.7350000000000003,93.09615719261319,-413.3294761580478
3.7683333333333335,100.91567863971704,-394.90808394829696
3.8016666666666667,107.13900439770305,-393.54165663400477
3.8350000000000004,114.90058761851014,-367.66445873837665
3.8683333333333336,120.59058324155012,-360.6849032253326
3.901666666666667,124.20971300539213,-354.3112849734789
3.935,126.87384468044229,-359.8290243808178
3.968333333333334,127.40820714555093,-368.5231663045861
4.001666666666667,126.18399703384284,-406.2114101450934
4.035,119.82831278683216,-415.1666612437425
4.068333333333333,108.80324826036485,-420.1278481766183
4.101666666666667,92.14525739649389,-422.88444541620356
4.135000000000001,70.3549631749379,-422.8793665020762
4.168333333333334,42.527468006499475,-416.65104507347405
4.201666666666667,8.74217073184991,-409.7622644960461
4.235,-29.625415302539068,-391.83760357468486
4.2683333333333335,-71.77422874985496,-386.8857835887761
4.301666666666667,-117.25113245534044,-386.4342941604591
4.335,-164.41467871687655,-390.9141541193933
4.368333333333333,-213.73518043772037,-400.4675264204334
4.401666666666667,-262.9818366289787,-410.45596524796065
4.4350000000000005,-311.82726144546905,-418.42650987984325
4.468333333333334,-359.8082729185105,-420.94037740081876
4.501666666666667,-406.9411636578236,-449.19984966720267
4.536666666666667,-449.81336847007356,-453.33887205960445
4.57,-487.7810620363359,-451.7305798584937
4.6033333333333335,-514.8250113658682,-426.42278798057987
4.636666666666667,-543.8213829736919,-428.6728194160364
4.67,-559.5702081092804,-404.8448817720391
4.703333333333334,-568.7005279687407,-386.1636256407637
4.736666666666667,-569.1000434038444,-369.9605058477414
4.770000000000001,-560.0572214594224,-358.91966432471327
4.803333333333334,-541.9663013895097,-352.41826460114
4.836666666666667,-514.5785543382981,-355.61786620295857
4.87,-480.07905256481445,-378.0071248210422
4.903333333333333,-435.4458522685891,-393.01943406371424
4.936666666666668,-366.91099476439786,-388.27225130890065
4.970000000000001,-314.9349922563283,-400.32861556902276
5.003333333333334,-252.3323862318898,-409.26984355836703
5.036666666666667,-175.91623036649207,-425.96858638743447
5.07,-103.95646261306297,-423.67909204910666
5.1033333333333335,-29.46834472219939,-415.0414713387354
5.136666666666667,47.71322400229337,-401.81753632111986
5.17,125.1630395118541,-385.5579771957655
5.203333333333334,200.74381364899386,-389.50852819062607
5.236666666666667,271.4727801322879,-378.5256356271598
5.270000000000001,333.8942273066923,-344.31592109250687
5.303333333333334,359.3717277486912,-358.11518324607323
5.336666666666667,412.95849857937264,-357.2663324569917
5.37,459.3432420790359,-360.8339522346123
5.403333333333333,494.39044505338643,-366.8899908468452
5.436666666666668,518.2968459295594,-380.9397195304673
5.470000000000001,521.7868738144625,-361.7566872968209
5.503333333333334,518.1145063352305,-391.8784346205962
5.536666666666667,496.31167347636165,-394.92977065602486
5.57,458.53305599156374,-389.0217436596872
5.6033333333333335,410.47753845826765,-398.95344360643867
5.636666666666667,342.65427308614335,-378.30119174327274
5.67,272.1534169440811,-399.9633989125664
5.703333333333334,189.37770981626545,-405.40829060337046
5.736666666666667,100.3078119316815,-411.5287008593582
5.770000000000001,9.394178628080226,-424.175254194864
5.803333333333334,-85.84881256570634,-416.07069080558904
5.836666666666667,-169.5350704352636,-425.8895589264257
5.87,-249.69911935961682,-431.5145759301017
5.903333333333333,-354.3455497382198,-425.96858638743447
5.936666666666668,-424.8361780565783,-422.02572023080756
5.970000000000001,-498.4596467502938,-411.9884596128363
6.003333333333334,-566.7497645101687,-395.9999705540363
6.036666666666667,-630.5724101232895,-374.00610669776324
6.07,-677.134627606355,-350.89262963919305
6.1033333333333335,-715.8911676227364,-326.9658396062282
6.136666666666667,-743.0707330269094,-305.735193982041
6.170000000000001,-757.5540731378417,-290.94177712927376
6.203333333333334,-757.8206954738538,-285.167485058332
6.236666666666667,-742.3314240238068,-290.8773173162781
6.270000000000001,-713.6798335548344,-305.90275509236153
6.303333333333334,-676.4184796638,-325.02538924040846
6.336666666666667,-630.3681067274551,-344.94276263691495
6.37,-569.6925714585136,-366.0463292220302
6.403333333333333,-509.01407089349755,-381.9368080997215
6.436666666666668,-408.6064997654116,-399.99760493524263
6.470000000000001,-317.45455242224057,-407.969053732774
6.503333333333334,-243.7696335078533,-420.9424083769634
6.536666666666667,-155.96906337039422,-418.39895953159134
6.57,-61.7737752795515,-430.7341124610771
6.6033333333333335,32.915659269927346,-421.7090227612762
6.636666666666667,126.91872686180432,-411.0189906441017
6.670000000000001,218.01532343977124,-400.6775214852878
6.703333333333334,301.2377100345409,-384.4629347250077
6.736666666666667,377.44181512781006,-376.5726788856214
6.770000000000001,444.06028262330346,-375.20814548373846
6.803333333333334,496.27516019618906,-358.9892523167018
6.836666666666667,536.2615952128072,-352.8861107727039
6.87,562.0579660629219,-357.14178460206927
6.903333333333334,570.9673602828298,-357.07390867583945
6.936666666666668,569.2897055078561,-366.12139156401827
6.970000000000001,549.3703760320668,-369.8190068148235
7.003333333333334,516.1700061333695,-397.0596053314673
7.036666666666667,468.0740118519948,-400.7462175449343
7.07,404.73994231893903,-380.0384232328163
7.1033333333333335,374.2677742071726,-368.0023929281731
7.136666666666667,321.69605375254923,-370.82049152803256
7.170000000000001,183.45549738219893,-398.32460732984305
7.203333333333334,72.87958115183255,-405.8638743455497
7.236666666666667,-15.529616308997902,-416.0033690723096
7.270000000000001,-104.2855231935464,-422.5076233749028
7.303333333333334,-192.08986673957452,-424.18489967745063
7.336666666666667,-276.53846365897925,-419.5873535106084
7.37,-358.1221736438206,-409.01112592225104
7.403333333333334,-434.2562267376004,-393.94036091364705
7.436666666666668,-502.9293809371686,-375.1588107928487
